"id","contentId","text","cluster","segmentLength"
18,"18 2","of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa",37,112
19,"19 1","first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire",37,71
20,"20 1","details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now",37,60
29,"29 1","just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to",37,260
33,"33 1","but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you",37,213
35,"35 1","made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy",37,156
36,"36 1","made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy",37,156
38,"38 1","accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke",37,197
39,"39 1","pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states",37,372
41,"41 1","like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would",37,294
46,"46 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red",37,287
47,"47 1","going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would",37,250
48,"48 1","bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or",37,166
49,"49 1","hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out",37,225
50,"50 1","news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this",37,288
54,"54 1","the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only",37,103
58,"58 1","its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire",37,108
58,"58 2","an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are",37,94
63,"63 1","you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members",37,128
68,"68 1","up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed",37,309
69,"69 1","he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and",37,133
71,"71 1","up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an",37,277
73,"73 1","nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients",37,85
75,"75 2","of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch",37,63
76,"76 1","nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on",37,57
79,"79 1","wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have",37,261
80,"80 1","heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying",37,308
81,"81 1","he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to",37,307
83,"83 1","us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new",37,465
84,"84 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to",37,464
85,"85 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if",37,466
90,"90 2","got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made",37,190
91,"91 1","is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that",37,246
92,"92 1","is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that",37,246
93,"93 1","final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to",37,277
94,"94 1","the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited",37,302
96,"96 1","human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring",37,182
98,"98 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers",37,242
99,"99 1","rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now",37,89
