"id","contentId","text","cluster","segmentLength"
20,"20 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news",34,238
24,"24 1","the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the",34,137
25,"25 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up",34,87
27,"27 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this",34,74
32,"32 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news",34,238
35,"35 1","were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not",34,99
36,"36 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up",34,87
37,"37 1","shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never",34,106
39,"39 1","shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank",34,100
43,"43 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news",34,238
44,"44 1","yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa",34,131
46,"46 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep",34,91
48,"48 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news",34,238
